X,Y,Curve
732136.2381,3006813.452,0
732126.4493,3006812.206,0
732116.5171,3006810.942,0
732106.6654,3006809.665,0
732096.7079,3006808.323,0
732086.7513,3006806.981,0
732076.831,3006805.661,0
732066.9866,3006804.366,0
732057.2182,3006803.086,0
732047.2891,3006801.923,0
732037.668,3006800.829,0
732028.0523,3006799.709,0
732018.3272,3006798.291,0
732008.7405,3006796.892,0
731999.0478,3006795.545,0
731989.2332,3006794.459,0
731979.3503,3006793.364,0
731969.5847,3006792.256,0
731959.7641,3006791.066,0
731949.8921,3006789.869,0
731940.1676,3006788.681,0
731930.2892,3006787.45,0
731920.5415,3006786.234,0
731910.743,3006784.975,0
731900.8889,3006783.613,0
731891.1011,3006782.259,0
731881.1938,3006780.879,0
731871.3939,3006779.484,0
731861.505,3006778.076,0
731851.6175,3006776.749,0
731841.8498,3006775.645,0
731831.9505,3006774.527,0
731822.2055,3006773.48,0
731812.3958,3006772.558,0
731802.6533,3006771.645,0
731792.9374,3006770.689,0
731782.9933,3006769.581,0
731773.1758,3006768.487,0
731763.2808,3006767.349,0
731753.5256,3006766.111,0
731743.7654,3006764.872,0
731733.905,3006763.579,0
731724.004,3006762.125,0
731713.9597,3006760.65,0
731704.0482,3006759.227,0
731694.1999,3006757.976,0
731684.2379,3006756.712,0
731674.3141,3006755.473,0
731664.3872,3006754.342,0
731654.5019,3006753.217,0
731644.5218,3006752.128,0
731634.7159,3006751.211,0
731624.9407,3006750.296,0
731614.9616,3006749.199,0
731605.1329,3006747.86,0
731595.2635,3006746.516,0
731585.4287,3006745.185,0
731575.6095,3006743.864,0
731565.7052,3006742.531,0
731555.9599,3006741.288,0
731546.1169,3006740.077,0
731536.3866,3006738.879,0
731526.5807,3006737.59,0
731516.651,3006736.239,0
731506.8587,3006734.911,0
731496.9311,3006733.712,0
731487.1338,3006732.6,0
731477.3405,3006731.486,0
731467.5075,3006730.321,0
731457.8054,3006729.153,0
731447.9935,3006727.969,0
731438.2968,3006726.777,0
731428.5024,3006725.564,0
731418.7554,3006724.356,0
731409.0048,3006723.133,0
731399.0584,3006721.877,0
731389.2585,3006720.639,0
731379.3743,3006719.344,0
731369.5194,3006718.027,0
731359.695,3006716.715,0
731349.7531,3006715.542,0
731339.943,3006714.473,0
731330.0162,3006713.392,0
731320.199,3006712.229,0
731310.4451,3006711.02,0
731300.6151,3006709.802,0
731290.9056,3006708.601,0
731281.031,3006707.381,0
731271.2562,3006706.174,0
731261.4489,3006705.01,0
731251.6114,3006703.872,0
731241.8699,3006702.745,0
731231.9716,3006701.623,0
731222.1799,3006700.53,0
731212.2753,3006699.424,0
731202.3843,3006698.443,0
731192.6272,3006697.568,0
731182.7028,3006696.677,0
731172.9158,3006695.593,0
731163.0358,3006694.338,0
731153.2112,3006693.092,0
731143.3912,3006691.867,0
731133.4184,3006690.643,0
731123.5723,3006689.433,0
731113.6451,3006688.212,0
731103.7981,3006686.999,0
731093.955,3006685.787,0
731084.0801,3006684.901,0
731074.3492,3006684.317,0
731064.4867,3006683.725,0
731054.6817,3006682.865,0
731044.8187,3006681.761,0
731034.8756,3006680.648,0
731025.066,3006679.663,0
731015.1802,3006678.773,0
731005.3994,3006677.893,0
730995.5436,3006676.829,0
730985.6878,3006675.605,0
730975.8697,3006674.385,0
730965.9459,3006673.248,0
730956.1175,3006672.201,0
730946.1804,3006671.143,0
730936.3057,3006670.133,0
730926.5206,3006669.161,0
730916.6298,3006668.171,0
730906.7952,3006666.925,0
730896.8098,3006665.526,0
730886.878,3006664.128,0
730876.8946,3006662.619,0
730866.7558,3006661.044,0
730856.7544,3006659.492,0
730846.8316,3006657.982,0
730837.044,3006656.5,0
730827.2415,3006655.024,0
730817.3709,3006653.637,0
730807.6039,3006652.277,0
730797.7201,3006650.904,0
730788.0217,3006649.591,0
730778.2985,3006648.276,0
730768.5884,3006646.944,0
730758.844,3006645.491,0
730749.0333,3006644.028,0
730739.3378,3006642.608,0
730729.5499,3006641.304,0
730719.8194,3006640.007,0
730710.16,3006638.722,0
730700.264,3006637.423,0
730690.5193,3006636.142,0
730680.6994,3006634.854,0
730670.8932,3006633.572,0
730661.1286,3006632.297,0
730651.2454,3006631.001,0
730641.4041,3006629.686,0
730631.4225,3006628.352,0
730621.552,3006627.063,0
730611.8782,3006625.969,0
730602.1658,3006624.87,0
730592.5494,3006623.782,0
730582.6576,3006622.679,0
730572.8935,3006621.59,0
730563.0814,3006620.469,0
730553.1981,3006619.124,0
730543.4078,3006617.787,0
730533.5095,3006616.447,0
730523.7154,3006615.212,0
730513.8509,3006613.974,0
730504.0237,3006612.756,0
730494.2631,3006611.693,0
730484.4071,3006610.639,0
730474.6584,3006609.572,0
730464.7416,3006608.214,0
730454.8456,3006606.803,0
730444.9663,3006605.401,0
730435.0233,3006604.117,0
730425.1944,3006602.884,0
730415.2477,3006601.64,0
730405.4268,3006600.461,0
730395.6144,3006599.299,0
730385.7307,3006598.135,0
730375.9921,3006597.109,0
730366.118,3006596.121,0
730356.3569,3006595.137,0
730346.5736,3006593.956,0
730336.7981,3006592.68,0
730327.1067,3006591.411,0
730317.248,3006590.018,0
730307.4537,3006588.576,0
730297.6099,3006587.128,1
730287.7848,3006585.529,1
730278.0239,3006583.837,1
730268.1701,3006582.127,1
730258.4583,3006580.352,1
730248.674,3006578.479,1
730238.9815,3006576.623,1
730229.3359,3006574.649,1
730219.6293,3006572.485,1
730210.06,3006570.351,1
730200.3972,3006568.068,1
730190.8084,3006565.545,1
730181.2254,3006563.022,1
730171.6192,3006560.418,1
730162.1945,3006557.596,1
730152.6583,3006554.739,1
730143.2104,3006551.883,1
730133.7274,3006548.833,0
730124.1884,3006545.76,0
730114.7461,3006542.706,0
730105.3149,3006539.536,0
730095.9727,3006536.38,0
730086.5734,3006533.198,0
730077.1355,3006529.91,0
730067.7561,3006526.62,0
730058.2573,3006523.295,0
730048.953,3006520.182,0
730039.6052,3006517.112,0
730030.2909,3006514.051,0
730020.9392,3006510.815,0
730011.467,3006507.446,0
730002.0825,3006504.108,0
729992.6341,3006500.848,0
729983.2945,3006497.709,0
729973.9273,3006494.56,0
729964.4867,3006491.36,0
729955.1049,3006488.144,0
729945.5821,3006484.882,0
729936.1284,3006481.64,0
729926.6254,3006478.378,0
729917.0486,3006475.09,0
729907.5964,3006471.874,0
729898.1768,3006468.714,0
729888.8262,3006465.578,0
729879.461,3006462.318,0
729870.1633,3006458.895,0
729860.9217,3006455.491,0
729851.6165,3006452.045,0
729842.4595,3006448.624,0
729833.2434,3006445.181,0
729823.9957,3006441.681,0
729814.6869,3006438.102,0
729805.2492,3006434.472,0
729795.9418,3006431.198,0
729786.5862,3006428.331,0
729777.266,3006425.473,0
729767.9091,3006422.567,0
729758.4466,3006419.582,0
729749.1053,3006416.636,0
729739.674,3006413.625,0
729730.3311,3006410.603,0
729720.9281,3006407.562,0
729711.5533,3006404.39,0
729702.3052,3006401.12,0
729692.9577,3006397.813,0
729683.6477,3006394.67,0
729674.2347,3006391.635,0
729664.8482,3006388.611,0
729655.5234,3006385.521,0
729646.0621,3006382.304,0
729636.7181,3006379.129,0
729627.3876,3006375.968,0
729618.1762,3006372.858,0
729608.9619,3006369.747,0
729599.5765,3006366.502,0
729590.2329,3006363.193,0
729580.7858,3006359.848,0
729571.4183,3006356.494,0
729562.1046,3006353.122,0
729552.721,3006349.725,0
729543.449,3006346.35,0
729534.071,3006342.917,0
729524.7934,3006339.522,0
729515.4391,3006336.146,0
729506.0249,3006332.797,0
729496.7051,3006329.482,0
729487.3675,3006326.223,0
729478.2208,3006323.099,0
729469.0336,3006319.96,0
729459.7705,3006316.692,0
729450.4634,3006313.283,0
729441.0509,3006309.835,0
729431.7286,3006306.502,0
729422.2918,3006303.241,0
729412.8787,3006299.989,0
729403.5164,3006296.826,0
729394.0763,3006293.75,0
729384.7721,3006290.717,0
729375.369,3006287.567,0
729366.0082,3006284.27,0
729356.6425,3006280.972,0
729347.0948,3006277.542,0
729337.3992,3006273.907,0
729327.6011,3006270.233,0
729317.9658,3006266.659,0
729308.5384,3006263.266,0
729299.0637,3006259.855,0
729289.6631,3006256.509,0
729280.224,3006253.264,0
729270.8697,3006250.048,0
729261.4638,3006246.826,0
729252.072,3006243.651,0
729242.764,3006240.503,0
729233.3264,3006237.227,0
729223.9046,3006233.688,0
729214.4345,3006230.132,0
729205.0147,3006226.645,0
729195.6999,3006223.379,0
729186.3102,3006220.088,0
729177.0075,3006216.811,0
729167.4805,3006213.379,0
729157.9694,3006209.952,0
729148.5066,3006206.588,0
729139.0728,3006203.484,0
729129.7454,3006200.418,0
729120.3226,3006197.305,0
729110.9842,3006194.13,0
729101.6312,3006190.947,0
729092.2288,3006187.751,0
729082.8938,3006184.607,0
729073.4543,3006181.43,0
729064.0806,3006178.293,0
729054.7263,3006175.281,0
729045.351,3006172.281,0
729036.0637,3006169.296,0
729026.6281,3006166.178,0
729017.309,3006163.084,0
729007.9543,3006159.936,0
728998.6376,3006156.443,0
728989.4019,3006152.915,0
728980.0888,3006149.39,0
728970.8397,3006146.211,0
728961.4896,3006143.076,0
728952.1661,3006139.954,0
728942.7507,3006136.87,0
728933.2441,3006133.779,0
728923.8451,3006130.72,0
728914.4746,3006127.563,0
728905.2646,3006124.413,0
728896.0615,3006121.265,0
728886.7301,3006118.083,0
728877.4144,3006114.912,0
728868.0051,3006111.709,0
728858.5944,3006108.416,0
728849.0801,3006104.99,0
728839.5668,3006101.564,0
728830.1713,3006098.206,0
728820.7344,3006094.882,0
728811.397,3006091.593,0
728801.9919,3006088.321,0
728792.5353,3006085.209,0
728783.1575,3006082.121,0
728773.7342,3006078.976,0
728764.4995,3006075.601,0
728755.2105,3006072.164,0
728745.9421,3006068.735,0
728736.6297,3006065.272,0
728727.2229,3006061.768,0
728717.9135,3006058.3,0
728708.5413,3006054.853,0
728699.2307,3006051.455,0
728689.9053,3006048.052,0
728680.506,3006044.626,0
728671.1695,3006041.23,0
728661.7779,3006037.812,0
728652.4839,3006034.427,0
728643.0857,3006030.991,0
728633.6983,3006027.561,0
728624.4339,3006024.182,0
728615.0837,3006020.829,0
728605.8556,3006017.527,0
728596.5762,3006014.202,0
728587.266,3006010.783,0
728577.973,3006007.339,0
728568.5559,3006003.849,0
728559.2586,3006000.479,0
728549.884,3005997.157,0
728540.5282,3005993.84,0
728531.2501,3005990.61,0
728522.0082,3005987.568,0
728512.8166,3005984.542,0
728503.4772,3005981.412,0
728494.175,3005977.926,0
728484.8737,3005974.392,0
728475.5191,3005970.844,0
728466.1709,3005967.38,0
728456.6972,3005963.895,0
728447.2471,3005960.42,0
728437.8738,3005956.969,0
728428.4937,3005953.513,0
728419.1422,3005950.067,0
728409.7741,3005946.659,0
728400.613,3005943.373,0
728391.4086,3005940.072,0
728382.112,3005936.815,0
728372.7264,3005933.657,0
728363.2473,3005930.467,0
728353.8861,3005927.274,0
728344.47,3005923.941,0
728335.0982,3005920.623,0
728325.7684,3005917.342,0
728316.3145,3005914.124,0
728306.9631,3005910.941,0
728297.5312,3005907.708,0
728288.1589,3005904.368,0
728278.7986,3005901.018,0
728269.3948,3005897.659,0
728260.0771,3005894.364,0
728250.6618,3005891.042,0
728241.3292,3005887.748,0
728232.0135,3005884.452,0
728222.6703,3005881.144,0
728213.4167,3005877.869,0
728204.0217,3005874.517,0
728194.6968,3005871.18,0
728185.2911,3005867.815,0
728175.9189,3005864.463,0
728166.6639,3005861.155,0
728157.3094,3005857.81,0
728148.0691,3005854.513,0
728138.7567,3005851.195,0
728129.4542,3005847.88,0
728120.1773,3005844.52,0
728110.7975,3005841.043,0
728101.5269,3005837.609,0
728092.1587,3005834.197,0
728082.799,3005830.92,0
728073.4698,3005827.653,0
728064.0551,3005824.343,0
728054.6837,3005821.001,0
728045.2127,3005817.622,0
728035.821,3005814.308,0
728026.5188,3005811.187,0
728017.1829,3005808.067,0
728007.9548,3005804.965,0
727998.5474,3005801.688,0
727989.233,3005798.426,0
727979.898,3005795.151,0
727970.495,3005791.797,0
727961.175,3005788.458,0
727951.7742,3005785.089,0
727942.4078,3005781.688,0
727932.9431,3005778.234,0
727923.5031,3005774.789,0
727914.1365,3005771.504,0
727904.6925,3005768.276,0
727895.3273,3005765.074,0
727885.9257,3005761.971,0
727876.6224,3005759.018,0
727867.3378,3005756.07,0
727857.9611,3005753.065,0
727848.6278,3005750.015,0
727839.2137,3005746.938,0
727829.8641,3005743.808,0
727820.4626,3005740.369,0
727811.0463,3005736.922,0
727801.6929,3005733.567,0
727792.158,3005730.531,0
727782.7002,3005727.569,0
727773.2051,3005724.582,0
727763.7768,3005721.464,0
727754.4085,3005718.326,0
727744.9218,3005715.149,0
727735.4837,3005711.92,0
727725.9475,3005708.63,0
727716.437,3005705.348,0
727707.0744,3005702.163,0
727697.6925,3005699.007,0
727688.4081,3005695.884,0
727678.9984,3005692.669,0
727669.5348,3005689.372,0
727660.1065,3005686.089,0
727650.6656,3005682.739,0
727641.3799,3005679.31,0
727631.9789,3005675.838,0
727622.6126,3005672.416,0
727613.2133,3005669.125,0
727603.7627,3005665.816,0
727594.4255,3005662.543,0
727585.0531,3005659.241,0
727575.7093,3005655.949,0
727566.2582,3005652.716,0
727556.7024,3005650.012,0
727547.0968,3005647.369,0
727537.2935,3005644.636,0
727527.9337,3005641.84,0
727518.4056,3005638.969,0
727508.9118,3005635.961,0
727499.6796,3005632.471,0
727490.363,3005628.936,0
727481.1671,3005625.472,0
727471.9319,3005622.035,0
727462.747,3005618.617,0
727453.5839,3005615.2,0
727444.3816,3005611.76,0
727435.3092,3005608.37,0
727425.9982,3005604.904,0
727416.7256,3005601.458,0
727407.4922,3005598.031,0
727398.2053,3005594.713,0
727389.0063,3005591.469,0
727379.7106,3005588.194,0
727370.4195,3005584.941,0
727361.1155,3005581.69,0
727351.8195,3005578.434,0
727342.4465,3005575.054,0
727332.937,3005571.595,0
727323.5478,3005568.178,0
727314.1516,3005564.706,0
727304.8098,3005561.239,0
727295.54,3005557.797,0
727286.1433,3005554.298,0
727276.8461,3005550.833,0
727267.4878,3005547.35,0
727258.0912,3005544.282,0
727248.7094,3005541.374,0
727239.2153,3005538.43,0
727229.9105,3005535.164,0
727220.4912,3005531.707,0
727211.0718,3005528.254,0
727201.7256,3005525.085,0
727192.3164,3005521.993,0
727182.9979,3005518.933,0
727173.5661,3005515.892,0
727164.2374,3005512.901,0
727154.9098,3005509.901,0
727145.567,3005506.763,0
727136.3351,3005503.627,0
727126.9978,3005500.401,0
727117.7788,3005496.67,0
727108.514,3005492.787,0
727099.2365,3005488.999,0
727089.8283,3005486.07,0
727080.3028,3005483.324,0
727070.8799,3005480.548,0
727061.4976,3005477.285,0
727052.1105,3005473.903,0
727042.7288,3005470.501,0
727033.2617,3005466.888,0
727023.9183,3005463.286,0
727014.5236,3005459.674,0
727005.1552,3005456.137,0
726995.8024,3005452.616,0
726986.4316,3005449.156,0
726977.259,3005446.194,0
726968.0149,3005443.289,0
726958.8291,3005440.344,0
726949.5467,3005436.986,0
726940.237,3005433.544,0
726930.986,3005430.15,0
726921.4012,3005426.843,0
726911.8747,3005423.597,0
726902.3231,3005420.317,0
726892.8297,3005416.838,0
726883.3992,3005413.336,0
726873.9003,3005409.828,0
726864.5421,3005406.545,0
726855.1496,3005403.292,0
726845.7699,3005400.05,0
726836.3515,3005396.859,0
726826.8598,3005393.662,0
726817.4981,3005390.513,0
726808.0829,3005387.418,0
726798.7206,3005384.363,0
726789.374,3005381.313,0
726779.9205,3005378.142,0
726770.5424,3005374.967,0
726761.0628,3005371.758,0
726751.456,3005368.352,0
726741.7431,3005364.83,0
726732.0007,3005361.299,0
726722.6037,3005357.747,0
726713.3062,3005354.123,0
726704.1051,3005350.539,0
726694.8301,3005347.202,0
726685.5064,3005344.144,0
726676.2419,3005341.104,0
726666.8869,3005337.857,0
726657.6427,3005334.351,0
726648.3483,3005330.825,0
726639.0208,3005327.377,0
726629.6355,3005324.159,0
726620.2,3005320.924,0
726610.893,3005317.707,0
726601.6588,3005314.415,0
726592.4651,3005311.131,0
726583.2807,3005307.825,0
726573.8861,3005304.305,0
726564.5647,3005300.791,0
726555.1269,3005297.242,0
726545.8102,3005293.85,0
726536.4073,3005290.454,0
726526.9089,3005287.022,0
726517.8343,3005283.728,0
726508.7323,3005280.419,0
726499.6933,3005277.131,0
726490.4426,3005273.704,0
726481.1391,3005270.239,0
726471.9164,3005266.803,0
726462.6008,3005263.184,0
726453.4023,3005259.565,0
726444.1692,3005255.932,0
726434.8116,3005252.553,0
726425.4668,3005249.287,0
726416.0421,3005245.993,0
726406.6832,3005242.631,0
726397.2413,3005239.196,0
726387.8506,3005235.779,0
726378.5,3005232.391,0
726369.0793,3005228.99,0
726359.7709,3005225.628,0
726350.3531,3005222.174,0
726340.9853,3005218.694,0
726331.6097,3005215.21,0
726322.2,3005211.857,0
726312.8778,3005208.707,0
726303.459,3005205.525,0
726294.1566,3005202.324,0
726284.8686,3005199.034,0
726275.5698,3005195.74,0
726266.3617,3005192.48,0
726257.1131,3005189.205,0
726247.9493,3005185.959,0
726238.7323,3005182.746,0
726229.5086,3005179.685,0
726220.343,3005176.645,0
726211.069,3005173.568,0
726201.8198,3005170.494,0
726192.4798,3005167.391,0
726183.1872,3005164.194,0
726173.9786,3005160.572,0
726164.703,3005156.873,0
726155.5355,3005153.285,0
726146.1971,3005149.983,0
726136.9189,3005146.756,0
726127.6534,3005143.478,0
726118.1304,3005139.7,0
726108.6963,3005135.881,0
726099.1774,3005132.033,0
726090.0723,3005128.449,0
726081.0326,3005124.916,0
726071.9722,3005121.375,0
726062.7107,3005117.882,0
726053.2483,3005114.362,0
726043.8953,3005110.883,0
726034.5344,3005107.617,0
726025.1806,3005104.507,0
726015.8968,3005101.421,0
726006.5982,3005098.109,0
725997.4631,3005094.586,0
725988.2552,3005091.033,0
725979.0602,3005087.531,0
725969.8298,3005084.124,0
725960.5038,3005080.682,0
725951.2614,3005077.277,0
725941.8807,3005073.846,0
725932.5167,3005070.423,0
725923.1608,3005066.99,0
725913.8405,3005063.502,0
725904.5658,3005060.02,0
725895.1975,3005056.503,0
725885.972,3005053.041,0
725876.7544,3005049.583,0
725867.4935,3005046.105,0
725858.2465,3005042.568,0
725848.9132,3005038.98,0
725839.6538,3005035.421,0
725830.3504,3005031.986,0
725821.0264,3005028.594,0
725811.7773,3005025.229,0
725802.3981,3005021.876,0
725793.099,3005018.587,0
725783.7644,3005015.285,0
725774.4752,3005011.998,0
725765.2372,3005008.73,0
725755.9529,3005005.446,0
725746.7598,3005002.215,0
725737.4478,3004998.978,0
725728.1674,3004995.751,0
725718.8753,3004992.459,0
725709.484,3004988.947,0
725700.1894,3004985.466,0
725690.8064,3004981.987,0
725681.5209,3004978.713,0
725672.1768,3004975.44,0
725662.7583,3004972.116,0
725653.5318,3004968.651,0
725644.176,3004965.092,0
725634.8676,3004961.549,0
725625.5535,3004957.986,0
725616.2002,3004954.406,0
725606.897,3004950.843,0
725597.5805,3004947.198,0
725588.3904,3004943.583,0
725579.1273,3004939.939,0
725569.8824,3004936.394,0
725560.6693,3004932.892,0
725551.3824,3004929.361,0
725542.0646,3004925.896,0
725532.6093,3004922.411,0
725523.1816,3004918.936,0
725513.8105,3004915.509,0
725504.3879,3004912.077,0
725495.0383,3004908.67,0
725485.6175,3004905.248,0
725476.2754,3004901.858,0
725466.9235,3004898.465,0
725457.4871,3004895.031,0
725448.101,3004891.611,0
725438.5937,3004888.147,0
725429.1808,3004884.728,0
725419.7126,3004881.293,0
725410.2228,3004877.85,0
725400.9596,3004874.483,0
725391.6324,3004871.09,0
725382.39,3004867.728,0
725373.0588,3004864.394,0
725363.749,3004861.083,0
725354.4826,3004857.787,0
725344.966,3004854.397,0
725335.5479,3004851.04,0
725326.061,3004847.652,0
725316.5899,3004844.102,0
725307.1175,3004840.512,0
725297.5988,3004836.909,0
725288.3155,3004833.446,0
725278.9877,3004829.978,0
725269.727,3004826.528,0
725260.5286,3004823.026,0
725251.307,3004819.498,0
725242.1533,3004815.996,0
725232.8895,3004812.442,0
725223.6257,3004808.886,0
725214.2478,3004805.278,0
725204.9488,3004801.642,0
725195.5948,3004797.976,0
725186.1172,3004794.287,0
725176.9641,3004790.804,0
725167.6337,3004787.259,0
725158.3342,3004783.7,0
725149.1957,3004780.176,0
725140.0021,3004776.634,0
725130.8368,3004773.167,0
725121.6673,3004769.715,0
725112.5704,3004766.301,0
725103.4089,3004762.899,0
725094.268,3004759.505,0
725085.1921,3004756.087,0
725075.9734,3004752.553,0
725066.8907,3004749.07,0
725057.7139,3004745.582,0
725048.4668,3004742.085,0
725039.392,3004738.654,0
725030.0775,3004735.045,0
725020.817,3004731.414,0
725011.5771,3004727.792,0
725002.3057,3004724.158,0
724993.1347,3004720.563,0
724983.8978,3004716.942,0
724974.6957,3004713.368,0
724965.4056,3004709.776,0
724956.1186,3004706.184,0
724946.9362,3004702.56,0
724937.6629,3004698.863,0
724928.4556,3004695.192,0
724919.1593,3004691.617,0
724909.8863,3004688.118,0
724900.6459,3004684.633,0
724891.373,3004681.134,0
724882.2311,3004677.685,0
724873.0211,3004674.211,0
724863.8068,3004670.709,0
724854.5759,3004667.189,0
724845.277,3004663.642,0
724836.0923,3004660.148,0
724826.8119,3004656.621,0
724817.6122,3004653.125,0
724808.402,3004649.56,0
724799.1541,3004645.935,0
724790.0204,3004642.354,0
724780.7483,3004638.755,0
724771.5347,3004635.204,0
724762.2611,3004631.63,0
724752.9797,3004628.053,0
724743.7769,3004624.508,0
724734.4639,3004620.919,0
724725.2846,3004617.39,0
724716.0767,3004613.855,0
724706.9053,3004610.334,0
724697.7384,3004606.776,0
724688.4275,3004603.127,0
724679.2357,3004599.523,0
724669.963,3004595.952,0
724660.766,3004592.469,0
724651.5808,3004588.991,0
724642.3099,3004585.485,0
724633.0999,3004582.007,0
724623.8063,3004578.499,0
724614.5767,3004575.008,0
724605.3246,3004571.502,0
724596.036,3004567.981,0
724586.865,3004564.487,0
724577.6356,3004560.929,0
724568.5067,3004557.41,0
724559.302,3004553.86,0
724550.0482,3004550.281,0
724540.8377,3004546.718,0
724531.5627,3004543.108,0
724522.3816,3004539.456,0
724513.1376,3004535.772,0
724503.9142,3004532.102,0
724494.6952,3004528.461,0
724485.3816,3004524.786,0
724476.1534,3004521.162,0
724466.8592,3004517.675,0
724457.5971,3004514.225,0
724448.3597,3004510.782,0
724439.0438,3004507.23,0
724429.809,3004503.695,0
724420.4698,3004500.119,0
724411.2891,3004496.556,0
724402.0947,3004492.976,0
724392.8206,3004489.364,0
724383.6135,3004485.833,0
724374.2976,3004482.28,0
724365.0823,3004478.764,0
724355.8272,3004475.249,0
724346.5523,3004471.736,0
724337.3207,3004468.239,0
724327.9852,3004464.733,0
724318.7311,3004461.275,0
724309.3922,3004457.786,0
724300.0307,3004454.289,0
724290.6643,3004450.792,0
724281.1924,3004447.256,0
724271.8852,3004443.882,0
724262.5215,3004440.56,0
724253.215,3004437.258,0
724243.9998,3004433.951,0
724234.7654,3004430.607,0
724225.5605,3004427.276,0
724216.2043,3004423.866,0
724206.8622,3004420.449,0
724197.4865,3004417.02,0
724188.158,3004413.451,0
724178.9477,3004409.867,0
724169.633,3004406.243,0
724160.4612,3004402.621,0
724151.2077,3004398.956,0
724141.8873,3004395.268,0
724132.773,3004391.693,0
724123.5228,3004388.068,0
724114.2926,3004384.435,0
724104.9126,3004380.694,0
724095.5887,3004376.975,0
724086.3657,3004373.435,0
724077.0892,3004370.054,0
724067.9714,3004366.73,0
724058.6474,3004363.128,0
724049.3038,3004359.402,0
724040.0714,3004355.721,0
724030.6752,3004352.051,0
724021.4124,3004348.459,0
724012.1231,3004344.855,0
724002.7979,3004341.317,0
723993.5098,3004337.812,0
723984.1635,3004334.285,0
723974.8932,3004330.728,0
723965.5236,3004327.118,0
723956.2545,3004323.546,0
723946.874,3004319.993,0
723937.4331,3004316.439,0
723928.0797,3004312.918,0
723918.6386,3004309.372,0
723909.291,3004305.865,0
723899.9049,3004302.343,0
723890.5099,3004298.877,0
723881.1773,3004295.473,0
723871.7442,3004292.032,0
723862.5345,3004288.515,0
723853.3077,3004284.851,0
723844.1222,3004281.202,0
723834.9346,3004277.564,0
723825.6335,3004273.895,0
723816.4436,3004270.269,0
723807.1687,3004266.631,0
723797.9679,3004263.061,0
723788.7632,3004259.49,0
723779.5267,3004255.917,0
723770.4641,3004252.436,0
723761.2863,3004248.913,0
723752.1737,3004245.399,0
723742.9752,3004241.81,0
723733.7217,3004238.196,0
723724.5441,3004234.601,0
723715.3878,3004230.98,0
723706.3438,3004227.4,0
723697.2253,3004223.778,0
723688.0271,3004220.059,0
723678.8881,3004216.356,0
723669.6832,3004212.626,0
723660.5878,3004208.931,0
723651.4145,3004205.203,0
723642.3033,3004201.503,0
723633.1092,3004197.83,0
723623.8323,3004194.134,0
723614.6636,3004190.482,0
723605.4595,3004186.648,0
723596.3112,3004182.799,0
723587.1718,3004178.954,0
723578.0364,3004175.16,0
723569.0149,3004171.433,0
723559.882,3004167.66,0
723550.8591,3004163.956,0
723541.7945,3004160.247,0
723532.6502,3004156.506,0
723523.5215,3004152.726,0
723514.2567,3004148.849,0
723505.0282,3004144.987,0
723495.8445,3004141.179,0
723486.7772,3004137.453,0
723477.7434,3004133.742,0
723468.5217,3004129.947,0
723459.3365,3004126.162,0
723450.0804,3004122.348,0
723440.8811,3004118.518,0
723431.7436,3004114.676,0
723422.4948,3004110.787,0
723413.3919,3004106.998,0
723404.2235,3004103.214,0
723395.0847,3004099.442,0
723385.9253,3004095.597,0
723376.7223,3004091.695,0
723367.6207,3004087.835,0
723358.5354,3004083.84,0
723349.5643,3004079.84,0
723340.6196,3004075.853,0
723331.5013,3004071.983,0
723322.459,3004068.189,0
723313.3271,3004064.358,0
723303.9575,3004060.457,0
723294.509,3004056.528,0
723285.0597,3004052.593,0
723275.8532,3004048.661,0
723266.586,3004044.688,0
723257.4731,3004040.788,0
723248.3297,3004036.935,0
723239.2383,3004033.113,0
723230.2235,3004029.33,0
723221.0897,3004025.601,0
723212.0876,3004021.939,0
723202.9841,3004018.233,0
723193.6641,3004014.382,0
723184.3186,3004010.512,0
723174.9544,3004006.638,0
723165.9629,3004003.047,0
723156.909,3003999.45,0
723147.9437,3003995.89,0
723138.9428,3003992.16,0
723129.8766,3003988.364,0
723120.9049,3003984.608,0
723111.7515,3003980.92,0
723102.6936,3003977.323,0
723093.5856,3003973.706,0
723084.5023,3003969.864,0
723075.4961,3003965.929,0
723066.3954,3003961.953,0
723057.383,3003958.035,0
723048.3003,3003954.103,0
723039.2148,3003950.17,0
723030.1575,3003946.261,0
723020.9907,3003942.319,0
723011.9509,3003938.431,0
723002.7996,3003934.514,0
722993.687,3003930.644,0
722984.5932,3003926.783,0
722975.4374,3003922.889,0
722966.3735,3003919.018,0
722957.2121,3003915.105,0
722948.1512,3003911.231,0
722939.1445,3003907.373,0
722930.0887,3003903.492,0
722921.1499,3003899.662,0
722911.9855,3003895.75,0
722902.9019,3003891.872,0
722893.7817,3003887.98,0
722884.6697,3003884.022,0
722875.619,3003880.075,0
722866.459,3003876.083,0
722857.3926,3003872.233,0
722848.2309,3003868.395,0
722839.0819,3003864.562,0
722829.9949,3003860.698,0
722820.838,3003856.754,0
722811.8001,3003852.862,0
722802.6667,3003848.938,0
722793.6028,3003845.057,0
722784.5498,3003841.18,0
722775.4089,3003837.279,0
722766.291,3003833.424,0
722757.0737,3003829.529,0
722747.9379,3003825.677,0
722738.8151,3003821.874,0
722729.6115,3003818.043,0
722720.4709,3003814.238,0
722711.2931,3003810.289,0
722702.219,3003806.368,0
722693.1203,3003802.438,0
722683.9168,3003798.49,0
722674.7681,3003794.576,0
